Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Temperature,Traffic_Level,Parking_Occupancy,Mobile_Density,Historical_Average_Visitors,Crowd_Level,Waiting_Time
Durgam Cheruvu,Tourist,2025-08-08,Friday,8,No,No,No,Sunny,31.2,Medium,60.5,Low,3488,Medium,40
Durgam Cheruvu,Tourist,2025-08-08,Friday,11,No,No,No,Sunny,28.1,Medium,76.0,High,4562,Very High,108
Durgam Cheruvu,Tourist,2025-08-08,Friday,15,No,No,No,Rainy,28.2,Medium,58.7,Medium,5072,Medium,38
Durgam Cheruvu,Tourist,2025-08-08,Friday,19,No,No,No,Sunny,32.5,High,48.0,Medium,5486,High,56
Durgam Cheruvu,Tourist,2025-08-09,Saturday,8,Yes,No,Yes,Sunny,30.1,Medium,52.2,Medium,4756,Medium,77
Durgam Cheruvu,Tourist,2025-08-09,Saturday,11,Yes,No,Yes,Sunny,27.9,Medium,44.3,Medium,6326,High,71
Durgam Cheruvu,Tourist,2025-08-09,Saturday,15,Yes,No,Yes,Sunny,28.8,Medium,73.1,High,6291,High,86
Durgam Cheruvu,Tourist,2025-08-09,Saturday,19,Yes,No,Yes,Sunny,29.9,Medium,56.2,Medium,6802,High,95
Durgam Cheruvu,Tourist,2025-08-10,Sunday,8,Yes,No,No,Cloudy,29.6,High,59.1,Medium,3483,Medium,38
Durgam Cheruvu,Tourist,2025-08-10,Sunday,11,Yes,No,No,Sunny,32.7,Medium,50.9,High,5964,High,54
Durgam Cheruvu,Tourist,2025-08-10,Sunday,15,Yes,No,No,Cloudy,33.8,High,49.2,High,5545,High,51
Durgam Cheruvu,Tourist,2025-08-10,Sunday,19,Yes,No,No,Cloudy,30.5,Medium,42.0,Medium,5759,Medium,50
Durgam Cheruvu,Tourist,2025-08-11,Monday,8,No,No,No,Sunny,33.2,Medium,50.3,Medium,3359,High,85
Durgam Cheruvu,Tourist,2025-08-11,Monday,11,No,No,No,Sunny,32.7,High,69.3,High,5136,High,80
Durgam Cheruvu,Tourist,2025-08-11,Monday,15,No,No,No,Cloudy,32.6,Medium,44.1,Medium,4790,High,48
Durgam Cheruvu,Tourist,2025-08-11,Monday,19,No,No,No,Sunny,28.4,Medium,74.4,Medium,5262,High,85
Durgam Cheruvu,Tourist,2025-08-12,Tuesday,8,No,No,No,Sunny,31.4,Medium,40.8,Medium,3358,High,35
Durgam Cheruvu,Tourist,2025-08-12,Tuesday,11,No,No,No,Cloudy,30.8,Medium,71.6,Medium,4361,High,87
Durgam Cheruvu,Tourist,2025-08-12,Tuesday,15,No,No,No,Rainy,31.0,Medium,30.9,Medium,5087,Medium,33
Durgam Cheruvu,Tourist,2025-08-12,Tuesday,19,No,No,No,Sunny,32.3,Medium,73.2,High,5170,Very High,107
Durgam Cheruvu,Tourist,2025-08-13,Wednesday,8,No,No,No,Cloudy,31.0,Medium,41.5,Medium,2866,Medium,5
Durgam Cheruvu,Tourist,2025-08-13,Wednesday,11,No,No,No,Sunny,29.7,Medium,70.8,Medium,4923,High,52
Durgam Cheruvu,Tourist,2025-08-13,Wednesday,15,No,No,No,Rainy,29.9,Medium,52.3,Medium,5023,High,24
Durgam Cheruvu,Tourist,2025-08-13,Wednesday,19,No,No,No,Rainy,32.1,Medium,28.6,Medium,5249,Medium,37
Durgam Cheruvu,Tourist,2025-08-14,Thursday,8,No,No,No,Rainy,30.3,Medium,52.6,Low,3236,Low,9
Durgam Cheruvu,Tourist,2025-08-14,Thursday,11,No,No,No,Cloudy,33.6,Low,41.8,Medium,4616,High,66
Durgam Cheruvu,Tourist,2025-08-14,Thursday,15,No,No,No,Cloudy,30.6,High,69.0,Medium,5120,Very High,81
Durgam Cheruvu,Tourist,2025-08-14,Thursday,19,No,No,No,Sunny,33.3,Medium,68.6,Medium,4448,High,82
Durgam Cheruvu,Tourist,2025-08-15,Friday,8,No,Yes,Yes,Cloudy,30.0,Medium,51.9,Medium,4707,Medium,83
Durgam Cheruvu,Tourist,2025-08-15,Friday,11,No,Yes,Yes,Sunny,31.5,Medium,55.0,Medium,6830,High,93
Durgam Cheruvu,Tourist,2025-08-15,Friday,15,No,Yes,Yes,Sunny,34.0,Medium,73.3,Medium,5607,High,109
Durgam Cheruvu,Tourist,2025-08-15,Friday,19,No,Yes,Yes,Sunny,29.5,High,64.3,High,7108,High,108
Durgam Cheruvu,Tourist,2025-08-16,Saturday,8,Yes,No,Yes,Sunny,33.3,Medium,35.8,Medium,4276,Medium,50
Durgam Cheruvu,Tourist,2025-08-16,Saturday,11,Yes,No,Yes,Sunny,31.3,Medium,63.7,Medium,6650,High,86
Durgam Cheruvu,Tourist,2025-08-16,Saturday,15,Yes,No,Yes,Rainy,32.2,High,38.3,Medium,6400,Medium,67
Durgam Cheruvu,Tourist,2025-08-16,Saturday,19,Yes,No,Yes,Cloudy,30.2,Medium,62.8,Medium,7078,High,101
Durgam Cheruvu,Tourist,2025-08-17,Sunday,8,Yes,No,No,Sunny,30.9,Medium,36.3,Low,3595,Medium,21
Durgam Cheruvu,Tourist,2025-08-17,Sunday,11,Yes,No,No,Sunny,30.8,Medium,57.3,High,5052,High,65
Durgam Cheruvu,Tourist,2025-08-17,Sunday,15,Yes,No,No,Cloudy,27.6,Medium,67.0,Medium,5638,High,33
Durgam Cheruvu,Tourist,2025-08-17,Sunday,19,Yes,No,No,Cloudy,31.8,High,56.2,Low,5435,Medium,43
Durgam Cheruvu,Tourist,2025-08-18,Monday,8,No,No,No,Sunny,29.0,Medium,58.7,Medium,3112,High,39
Durgam Cheruvu,Tourist,2025-08-18,Monday,11,No,No,No,Sunny,29.9,Medium,50.5,Medium,4710,Medium,46
Durgam Cheruvu,Tourist,2025-08-18,Monday,15,No,No,No,Cloudy,28.7,High,64.4,Medium,4878,High,67
Durgam Cheruvu,Tourist,2025-08-18,Monday,19,No,No,No,Sunny,29.7,High,78.2,High,5077,Very High,97
Durgam Cheruvu,Tourist,2025-08-19,Tuesday,8,No,No,No,Sunny,31.4,Medium,41.1,Low,3453,Medium,31
Durgam Cheruvu,Tourist,2025-08-19,Tuesday,11,No,No,No,Cloudy,30.5,Medium,44.1,High,4875,High,51
Durgam Cheruvu,Tourist,2025-08-19,Tuesday,15,No,No,No,Sunny,29.7,High,74.4,Medium,4643,High,78
Durgam Cheruvu,Tourist,2025-08-19,Tuesday,19,No,No,No,Sunny,34.3,Low,75.8,High,5130,High,71
Durgam Cheruvu,Tourist,2025-08-20,Wednesday,8,No,No,No,Sunny,29.9,Low,35.4,Medium,3288,Medium,33
Durgam Cheruvu,Tourist,2025-08-20,Wednesday,11,No,No,No,Sunny,30.0,Medium,58.7,High,4890,High,60
Durgam Cheruvu,Tourist,2025-08-20,Wednesday,15,No,No,No,Sunny,31.5,Medium,73.5,Medium,4989,Very High,54
Durgam Cheruvu,Tourist,2025-08-20,Wednesday,19,No,No,No,Sunny,31.8,High,59.4,High,4698,High,77
Durgam Cheruvu,Tourist,2025-08-21,Thursday,8,No,No,No,Sunny,30.5,Medium,30.8,Medium,3216,Medium,68
Durgam Cheruvu,Tourist,2025-08-21,Thursday,11,No,No,No,Cloudy,33.5,Medium,54.7,Medium,4659,Medium,58
Durgam Cheruvu,Tourist,2025-08-21,Thursday,15,No,No,No,Sunny,31.3,Medium,53.9,Medium,4345,High,39
Durgam Cheruvu,Tourist,2025-08-21,Thursday,19,No,No,No,Cloudy,24.4,Low,36.3,Medium,5066,High,49
Durgam Cheruvu,Tourist,2025-08-22,Friday,8,No,No,No,Sunny,31.6,Low,49.0,Medium,3421,Medium,39
Durgam Cheruvu,Tourist,2025-08-22,Friday,11,No,No,No,Sunny,28.8,High,66.5,Medium,4100,High,57
Durgam Cheruvu,Tourist,2025-08-22,Friday,15,No,No,No,Sunny,31.8,Medium,60.6,High,4811,Very High,67
Durgam Cheruvu,Tourist,2025-08-22,Friday,19,No,No,No,Sunny,29.5,Low,62.1,Medium,4278,High,60
Durgam Cheruvu,Tourist,2025-08-23,Saturday,8,Yes,No,No,Cloudy,32.3,Medium,37.4,Medium,3425,Medium,47
Durgam Cheruvu,Tourist,2025-08-23,Saturday,11,Yes,No,No,Cloudy,28.1,Medium,51.2,Medium,5237,Medium,46
Durgam Cheruvu,Tourist,2025-08-23,Saturday,15,Yes,No,No,Cloudy,26.7,Medium,43.2,Medium,4885,High,43
Durgam Cheruvu,Tourist,2025-08-23,Saturday,19,Yes,No,No,Cloudy,31.3,High,58.6,Medium,6020,Medium,35
Durgam Cheruvu,Tourist,2025-08-24,Sunday,8,Yes,No,No,Cloudy,31.2,Medium,47.4,Medium,3499,Medium,23
Durgam Cheruvu,Tourist,2025-08-24,Sunday,11,Yes,No,No,Sunny,29.0,High,62.7,Medium,4896,High,75
Durgam Cheruvu,Tourist,2025-08-24,Sunday,15,Yes,No,No,Sunny,30.6,High,52.1,Medium,5544,High,78
Durgam Cheruvu,Tourist,2025-08-24,Sunday,19,Yes,No,No,Sunny,27.6,High,57.7,Medium,5712,Very High,77
Durgam Cheruvu,Tourist,2025-08-25,Monday,8,No,No,No,Sunny,27.5,Medium,40.0,Medium,2935,High,26
Durgam Cheruvu,Tourist,2025-08-25,Monday,11,No,No,No,Sunny,29.8,High,63.2,High,4216,High,69
Durgam Cheruvu,Tourist,2025-08-25,Monday,15,No,No,No,Cloudy,28.8,Medium,45.4,Medium,4943,Medium,39
Durgam Cheruvu,Tourist,2025-08-25,Monday,19,No,No,No,Cloudy,28.3,Medium,60.3,Medium,4596,Medium,60
Durgam Cheruvu,Tourist,2025-08-26,Tuesday,8,No,No,No,Sunny,29.6,Low,44.2,Low,3083,Medium,28
Durgam Cheruvu,Tourist,2025-08-26,Tuesday,11,No,No,No,Sunny,36.2,Low,55.8,Medium,5160,High,58
Durgam Cheruvu,Tourist,2025-08-26,Tuesday,15,No,No,No,Rainy,28.8,Low,35.2,Medium,5271,Medium,45
Durgam Cheruvu,Tourist,2025-08-26,Tuesday,19,No,No,No,Sunny,33.0,High,75.4,High,4291,Very High,86
Durgam Cheruvu,Tourist,2025-08-27,Wednesday,8,No,Yes,Yes,Sunny,31.8,Medium,47.1,Medium,4220,Medium,83
Durgam Cheruvu,Tourist,2025-08-27,Wednesday,11,No,Yes,Yes,Rainy,31.9,Medium,33.6,Medium,6143,Medium,56
Durgam Cheruvu,Tourist,2025-08-27,Wednesday,15,No,Yes,Yes,Sunny,28.5,Medium,60.5,Medium,6225,Medium,96
Durgam Cheruvu,Tourist,2025-08-27,Wednesday,19,No,Yes,Yes,Rainy,32.2,Medium,53.9,Low,6749,Medium,56
Durgam Cheruvu,Tourist,2025-08-28,Thursday,8,No,No,No,Sunny,32.4,Medium,25.8,Low,3122,Medium,47
Durgam Cheruvu,Tourist,2025-08-28,Thursday,11,No,No,No,Sunny,30.0,Medium,73.0,Medium,4890,High,52
Durgam Cheruvu,Tourist,2025-08-28,Thursday,15,No,No,No,Sunny,30.6,Medium,37.2,Medium,4439,High,41
Durgam Cheruvu,Tourist,2025-08-28,Thursday,19,No,No,No,Cloudy,32.0,Medium,53.6,Medium,4718,High,47
Durgam Cheruvu,Tourist,2025-08-29,Friday,8,No,No,No,Rainy,31.4,Medium,42.1,Low,3056,Medium,5
Durgam Cheruvu,Tourist,2025-08-29,Friday,11,No,No,No,Sunny,26.7,High,83.0,High,4755,Very High,100
Durgam Cheruvu,Tourist,2025-08-29,Friday,15,No,No,No,Sunny,28.8,Medium,62.2,Medium,4693,High,80
Durgam Cheruvu,Tourist,2025-08-29,Friday,19,No,No,No,Rainy,28.8,Medium,45.1,Medium,4558,High,29
Durgam Cheruvu,Tourist,2025-08-30,Saturday,8,Yes,No,No,Cloudy,30.7,Medium,52.1,Low,3455,Medium,38
Durgam Cheruvu,Tourist,2025-08-30,Saturday,11,Yes,No,No,Sunny,26.2,Medium,54.9,Medium,5469,High,67
Durgam Cheruvu,Tourist,2025-08-30,Saturday,15,Yes,No,No,Rainy,28.9,Medium,25.9,Low,5635,Low,15
Durgam Cheruvu,Tourist,2025-08-30,Saturday,19,Yes,No,No,Rainy,26.2,Medium,20.7,Low,5711,Medium,11
Durgam Cheruvu,Tourist,2025-08-31,Sunday,8,Yes,No,No,Sunny,27.5,Medium,29.6,Low,3619,Low,19
Durgam Cheruvu,Tourist,2025-08-31,Sunday,11,Yes,No,No,Cloudy,28.5,Medium,58.8,Medium,5158,Medium,63
Durgam Cheruvu,Tourist,2025-08-31,Sunday,15,Yes,No,No,Sunny,30.5,Medium,74.2,Medium,4998,Very High,81
Durgam Cheruvu,Tourist,2025-08-31,Sunday,19,Yes,No,No,Sunny,30.6,Medium,61.8,Medium,5682,High,64
Durgam Cheruvu,Tourist,2025-09-01,Monday,8,No,No,No,Sunny,30.1,High,31.7,Medium,3009,High,52
Durgam Cheruvu,Tourist,2025-09-01,Monday,11,No,No,No,Sunny,29.6,Medium,70.2,Medium,4284,High,63
Durgam Cheruvu,Tourist,2025-09-01,Monday,15,No,No,No,Sunny,26.8,Medium,61.4,High,4686,Very High,85
Durgam Cheruvu,Tourist,2025-09-01,Monday,19,No,No,No,Sunny,26.0,High,60.8,Medium,4402,High,64
Durgam Cheruvu,Tourist,2025-09-02,Tuesday,8,No,No,No,Sunny,27.1,Low,43.7,Medium,2932,High,58
Durgam Cheruvu,Tourist,2025-09-02,Tuesday,11,No,No,No,Sunny,30.0,High,78.9,Medium,4495,High,103
Durgam Cheruvu,Tourist,2025-09-02,Tuesday,15,No,No,No,Cloudy,31.5,High,56.7,Medium,4795,High,89
Durgam Cheruvu,Tourist,2025-09-02,Tuesday,19,No,No,No,Cloudy,28.0,High,58.7,High,4542,High,68
Durgam Cheruvu,Tourist,2025-09-03,Wednesday,8,No,No,No,Sunny,27.3,Medium,45.1,Medium,3072,Medium,40
Durgam Cheruvu,Tourist,2025-09-03,Wednesday,11,No,No,No,Rainy,27.5,Medium,49.1,Medium,4714,Medium,32
Durgam Cheruvu,Tourist,2025-09-03,Wednesday,15,No,No,No,Rainy,22.0,Medium,28.5,Medium,4532,Medium,37
Durgam Cheruvu,Tourist,2025-09-03,Wednesday,19,No,No,No,Cloudy,30.2,High,76.5,High,4677,High,73
Durgam Cheruvu,Tourist,2025-09-04,Thursday,8,No,No,No,Sunny,28.3,Low,43.0,Medium,2742,Low,18
Durgam Cheruvu,Tourist,2025-09-04,Thursday,11,No,No,No,Cloudy,25.2,Medium,27.6,Medium,4374,High,41
Durgam Cheruvu,Tourist,2025-09-04,Thursday,15,No,No,No,Sunny,35.4,Medium,74.7,Medium,4529,High,64
Durgam Cheruvu,Tourist,2025-09-04,Thursday,19,No,No,No,Sunny,28.0,Low,71.8,Medium,5060,Very High,82
Durgam Cheruvu,Tourist,2025-09-05,Friday,8,No,No,Yes,Sunny,29.0,Low,38.1,Medium,3709,Medium,36
Durgam Cheruvu,Tourist,2025-09-05,Friday,11,No,No,Yes,Sunny,30.8,Medium,35.1,Medium,5390,High,83
Durgam Cheruvu,Tourist,2025-09-05,Friday,15,No,No,Yes,Cloudy,28.1,Medium,67.9,Medium,6010,High,90
Durgam Cheruvu,Tourist,2025-09-05,Friday,19,No,No,Yes,Cloudy,32.1,Medium,58.2,Medium,5079,Medium,71
Durgam Cheruvu,Tourist,2025-09-06,Saturday,8,Yes,No,No,Rainy,27.3,Medium,51.7,Medium,3268,Medium,14
Durgam Cheruvu,Tourist,2025-09-06,Saturday,11,Yes,No,No,Sunny,27.8,High,63.8,Medium,5438,High,66
Durgam Cheruvu,Tourist,2025-09-06,Saturday,15,Yes,No,No,Cloudy,31.1,Medium,43.9,Medium,4917,High,57
Durgam Cheruvu,Tourist,2025-09-06,Saturday,19,Yes,No,No,Cloudy,28.3,High,74.4,Medium,5240,High,70
Durgam Cheruvu,Tourist,2025-09-07,Sunday,8,Yes,No,No,Cloudy,30.5,Medium,28.1,Low,3206,Medium,25
Durgam Cheruvu,Tourist,2025-09-07,Sunday,11,Yes,No,No,Sunny,29.0,Medium,65.9,Medium,5212,High,58
Durgam Cheruvu,Tourist,2025-09-07,Sunday,15,Yes,No,No,Sunny,28.9,Medium,63.0,Medium,4974,High,67
Durgam Cheruvu,Tourist,2025-09-07,Sunday,19,Yes,No,No,Sunny,28.3,Medium,64.4,Medium,5636,High,75
Durgam Cheruvu,Tourist,2025-09-08,Monday,8,No,No,No,Sunny,33.1,Medium,61.5,Medium,2574,Medium,35
Durgam Cheruvu,Tourist,2025-09-08,Monday,11,No,No,No,Sunny,29.7,High,57.1,High,4488,High,62
Durgam Cheruvu,Tourist,2025-09-08,Monday,15,No,No,No,Sunny,31.9,Medium,31.3,Medium,4132,High,55
Durgam Cheruvu,Tourist,2025-09-08,Monday,19,No,No,No,Sunny,31.0,Low,51.7,Medium,5107,High,40
Durgam Cheruvu,Tourist,2025-09-09,Tuesday,8,No,No,No,Rainy,30.3,Low,33.8,Medium,2942,Medium,15
Durgam Cheruvu,Tourist,2025-09-09,Tuesday,11,No,No,No,Sunny,29.0,Medium,48.2,Medium,4442,High,58
Durgam Cheruvu,Tourist,2025-09-09,Tuesday,15,No,No,No,Sunny,28.6,Medium,52.5,Medium,4789,Medium,34
Durgam Cheruvu,Tourist,2025-09-09,Tuesday,19,No,No,No,Sunny,29.6,High,67.7,Medium,4761,High,51
Durgam Cheruvu,Tourist,2025-09-10,Wednesday,8,No,No,No,Rainy,28.8,Low,27.2,Low,2947,Low,10
Durgam Cheruvu,Tourist,2025-09-10,Wednesday,11,No,No,No,Cloudy,28.3,Medium,62.2,Medium,4586,High,72
Durgam Cheruvu,Tourist,2025-09-10,Wednesday,15,No,No,No,Sunny,29.2,Low,76.4,Medium,4780,High,62
Durgam Cheruvu,Tourist,2025-09-10,Wednesday,19,No,No,No,Sunny,26.9,Medium,68.7,Medium,5304,High,88
Durgam Cheruvu,Tourist,2025-09-11,Thursday,8,No,No,No,Sunny,29.0,Medium,42.1,Medium,3109,High,29
Durgam Cheruvu,Tourist,2025-09-11,Thursday,11,No,No,No,Sunny,33.6,Medium,64.6,Medium,4291,High,56
Durgam Cheruvu,Tourist,2025-09-11,Thursday,15,No,No,No,Rainy,28.4,Medium,48.1,Low,4446,Medium,23
Durgam Cheruvu,Tourist,2025-09-11,Thursday,19,No,No,No,Cloudy,26.7,High,71.4,Medium,4855,Very High,83
Durgam Cheruvu,Tourist,2025-09-12,Friday,8,No,No,No,Sunny,29.2,Medium,46.4,Medium,2976,Medium,39
Durgam Cheruvu,Tourist,2025-09-12,Friday,11,No,No,No,Cloudy,28.9,Medium,48.4,Medium,4591,High,60
Durgam Cheruvu,Tourist,2025-09-12,Friday,15,No,No,No,Rainy,29.2,Low,34.2,Low,4532,Medium,42
Durgam Cheruvu,Tourist,2025-09-12,Friday,19,No,No,No,Sunny,25.5,High,56.8,Medium,4642,High,79
Durgam Cheruvu,Tourist,2025-09-13,Saturday,8,Yes,No,No,Sunny,34.3,Medium,49.7,Medium,3415,Medium,45
Durgam Cheruvu,Tourist,2025-09-13,Saturday,11,Yes,No,No,Sunny,28.9,Medium,57.6,Medium,5499,High,52
Durgam Cheruvu,Tourist,2025-09-13,Saturday,15,Yes,No,No,Sunny,26.9,High,72.3,Medium,4308,High,28
Durgam Cheruvu,Tourist,2025-09-13,Saturday,19,Yes,No,No,Sunny,29.6,Medium,30.2,Medium,5767,Medium,32
Durgam Cheruvu,Tourist,2025-09-14,Sunday,8,Yes,No,No,Sunny,34.1,Medium,42.1,Medium,3524,Low,46
Durgam Cheruvu,Tourist,2025-09-14,Sunday,11,Yes,No,No,Sunny,29.6,Medium,40.6,Medium,4723,High,74
Durgam Cheruvu,Tourist,2025-09-14,Sunday,15,Yes,No,No,Sunny,27.2,High,56.4,Medium,4808,Medium,45
Durgam Cheruvu,Tourist,2025-09-14,Sunday,19,Yes,No,No,Sunny,28.8,High,54.1,High,5375,High,87
Durgam Cheruvu,Tourist,2025-09-15,Monday,8,No,No,No,Sunny,26.4,Medium,54.1,Medium,3004,Medium,23
Durgam Cheruvu,Tourist,2025-09-15,Monday,11,No,No,No,Sunny,31.9,Medium,72.2,Medium,4900,High,56
Durgam Cheruvu,Tourist,2025-09-15,Monday,15,No,No,No,Cloudy,29.4,Medium,60.9,Medium,4393,Medium,33
Durgam Cheruvu,Tourist,2025-09-15,Monday,19,No,No,No,Cloudy,26.9,Medium,70.5,Medium,4470,High,66
Durgam Cheruvu,Tourist,2025-09-16,Tuesday,8,No,No,No,Sunny,27.8,Medium,41.0,Medium,2873,Medium,35
Durgam Cheruvu,Tourist,2025-09-16,Tuesday,11,No,No,No,Sunny,26.8,Medium,42.4,Medium,4781,Medium,52
Durgam Cheruvu,Tourist,2025-09-16,Tuesday,15,No,No,No,Sunny,25.0,Medium,53.1,Medium,4732,High,55
Durgam Cheruvu,Tourist,2025-09-16,Tuesday,19,No,No,No,Cloudy,27.0,Medium,50.2,Medium,4797,Medium,53
Durgam Cheruvu,Tourist,2025-09-17,Wednesday,8,No,No,No,Cloudy,30.1,Low,40.3,Low,2873,High,39
Durgam Cheruvu,Tourist,2025-09-17,Wednesday,11,No,No,No,Sunny,27.0,Medium,50.1,Medium,4275,High,57
Durgam Cheruvu,Tourist,2025-09-17,Wednesday,15,No,No,No,Sunny,28.1,Medium,40.3,Medium,4054,High,35
Durgam Cheruvu,Tourist,2025-09-17,Wednesday,19,No,No,No,Sunny,28.7,Medium,58.1,Medium,4666,High,55
Durgam Cheruvu,Tourist,2025-09-18,Thursday,8,No,No,No,Sunny,28.9,Medium,22.7,Low,2414,Medium,37
Durgam Cheruvu,Tourist,2025-09-18,Thursday,11,No,No,No,Sunny,29.2,High,65.3,Medium,4880,Medium,23
Durgam Cheruvu,Tourist,2025-09-18,Thursday,15,No,No,No,Sunny,28.9,Medium,40.3,Medium,4663,Medium,22
Durgam Cheruvu,Tourist,2025-09-18,Thursday,19,No,No,No,Cloudy,25.6,Medium,44.4,Medium,4550,High,48
Durgam Cheruvu,Tourist,2025-09-19,Friday,8,No,No,No,Sunny,30.6,Medium,45.6,Medium,2639,Medium,29
Durgam Cheruvu,Tourist,2025-09-19,Friday,11,No,No,No,Cloudy,25.8,Medium,57.9,High,4160,High,84
Durgam Cheruvu,Tourist,2025-09-19,Friday,15,No,No,No,Sunny,27.0,High,54.2,Medium,4890,High,70
Durgam Cheruvu,Tourist,2025-09-19,Friday,19,No,No,No,Rainy,26.8,Medium,40.0,Medium,4842,Medium,20
Durgam Cheruvu,Tourist,2025-09-20,Saturday,8,Yes,No,No,Sunny,29.9,Medium,32.9,Low,3242,Medium,15
Durgam Cheruvu,Tourist,2025-09-20,Saturday,11,Yes,No,No,Cloudy,27.4,High,49.2,High,4956,Medium,39
Durgam Cheruvu,Tourist,2025-09-20,Saturday,15,Yes,No,No,Sunny,26.1,Medium,57.5,Medium,5893,High,43
Durgam Cheruvu,Tourist,2025-09-20,Saturday,19,Yes,No,No,Rainy,28.6,Medium,35.4,Low,4619,Medium,23
Durgam Cheruvu,Tourist,2025-09-21,Sunday,8,Yes,No,No,Sunny,25.3,Medium,23.3,Low,3301,Medium,15
Durgam Cheruvu,Tourist,2025-09-21,Sunday,11,Yes,No,No,Cloudy,30.4,High,76.9,High,4529,High,86
Durgam Cheruvu,Tourist,2025-09-21,Sunday,15,Yes,No,No,Sunny,26.4,High,44.6,Medium,4818,High,51
Durgam Cheruvu,Tourist,2025-09-21,Sunday,19,Yes,No,No,Cloudy,32.5,Medium,49.1,Low,5145,Medium,44
Durgam Cheruvu,Tourist,2025-09-22,Monday,8,No,No,No,Cloudy,31.2,Low,58.4,Medium,3003,Medium,35
Durgam Cheruvu,Tourist,2025-09-22,Monday,11,No,No,No,Sunny,25.2,High,62.1,Medium,4425,High,17
Durgam Cheruvu,Tourist,2025-09-22,Monday,15,No,No,No,Sunny,26.8,High,73.6,Medium,4346,High,65
Durgam Cheruvu,Tourist,2025-09-22,Monday,19,No,No,No,Cloudy,29.7,High,70.7,Medium,4895,High,75
Durgam Cheruvu,Tourist,2025-09-23,Tuesday,8,No,No,No,Cloudy,30.0,Medium,52.3,Medium,3178,Medium,9
Durgam Cheruvu,Tourist,2025-09-23,Tuesday,11,No,No,No,Sunny,29.9,High,80.1,Medium,4699,High,47
Durgam Cheruvu,Tourist,2025-09-23,Tuesday,15,No,No,No,Cloudy,24.6,High,58.0,Medium,4276,High,70
Durgam Cheruvu,Tourist,2025-09-23,Tuesday,19,No,No,No,Cloudy,24.4,Medium,70.2,Medium,4558,High,72
Durgam Cheruvu,Tourist,2025-09-24,Wednesday,8,No,No,No,Rainy,27.3,Medium,24.1,Low,3154,Medium,22
Durgam Cheruvu,Tourist,2025-09-24,Wednesday,11,No,No,No,Sunny,30.0,Medium,53.5,Medium,4581,Medium,41
Durgam Cheruvu,Tourist,2025-09-24,Wednesday,15,No,No,No,Sunny,24.3,High,57.6,Medium,4490,High,58
Durgam Cheruvu,Tourist,2025-09-24,Wednesday,19,No,No,No,Sunny,29.2,Medium,70.1,Medium,4562,High,86
Durgam Cheruvu,Tourist,2025-09-25,Thursday,8,No,No,No,Sunny,26.4,Low,24.4,Medium,3386,Medium,5
Durgam Cheruvu,Tourist,2025-09-25,Thursday,11,No,No,No,Rainy,25.4,Medium,41.3,Low,4388,Medium,5
Durgam Cheruvu,Tourist,2025-09-25,Thursday,15,No,No,No,Cloudy,27.6,Medium,52.0,Medium,4270,High,32
Durgam Cheruvu,Tourist,2025-09-25,Thursday,19,No,No,No,Sunny,27.2,Medium,60.4,Medium,4929,High,50
Durgam Cheruvu,Tourist,2025-09-26,Friday,8,No,No,No,Sunny,28.3,Medium,49.1,Medium,3119,Low,27
Durgam Cheruvu,Tourist,2025-09-26,Friday,11,No,No,No,Cloudy,25.6,Medium,60.6,Medium,4168,High,51
Durgam Cheruvu,Tourist,2025-09-26,Friday,15,No,No,No,Sunny,22.4,Medium,58.6,Medium,5038,High,58
Durgam Cheruvu,Tourist,2025-09-26,Friday,19,No,No,No,Sunny,29.3,Low,51.6,Medium,4772,High,40
Durgam Cheruvu,Tourist,2025-09-27,Saturday,8,Yes,No,No,Cloudy,25.3,Low,31.9,Medium,3352,Medium,35
Durgam Cheruvu,Tourist,2025-09-27,Saturday,11,Yes,No,No,Sunny,24.9,Medium,48.3,Medium,4805,High,53
Durgam Cheruvu,Tourist,2025-09-27,Saturday,15,Yes,No,No,Sunny,29.5,High,53.8,Medium,4654,High,49
Durgam Cheruvu,Tourist,2025-09-27,Saturday,19,Yes,No,No,Cloudy,27.8,Medium,56.5,Low,5918,High,58
Durgam Cheruvu,Tourist,2025-09-28,Sunday,8,Yes,No,No,Sunny,26.4,Medium,25.9,Low,3608,Medium,26
Durgam Cheruvu,Tourist,2025-09-28,Sunday,11,Yes,No,No,Sunny,28.5,Medium,47.6,High,4820,Medium,58
Durgam Cheruvu,Tourist,2025-09-28,Sunday,15,Yes,No,No,Sunny,27.0,Medium,58.4,Medium,5332,High,65
Durgam Cheruvu,Tourist,2025-09-28,Sunday,19,Yes,No,No,Sunny,28.2,High,48.8,Medium,5563,Medium,32
Durgam Cheruvu,Tourist,2025-09-29,Monday,8,No,No,No,Cloudy,29.1,Low,38.0,Medium,2721,Medium,36
Durgam Cheruvu,Tourist,2025-09-29,Monday,11,No,No,No,Cloudy,30.1,Medium,45.0,Low,4520,Medium,58
Durgam Cheruvu,Tourist,2025-09-29,Monday,15,No,No,No,Cloudy,27.5,Medium,61.5,Low,4284,High,34
Durgam Cheruvu,Tourist,2025-09-29,Monday,19,No,No,No,Sunny,27.7,High,58.7,Medium,4421,High,70
Durgam Cheruvu,Tourist,2025-09-30,Tuesday,8,No,No,No,Cloudy,26.5,Medium,44.5,Low,3327,Medium,34
