Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Traffic,Parking_Percentage,Mobile_Density,Crowd_Level,Estimated_Waiting_Time,Online_Booking_Available,Booked_Visitors,Entry_Token_Available,Tokens_Issued,Public_Transport_Load,School_or_Office_Holiday,Place_Capacity_Indicator,Next_2_Hour_Crowd_Forecast,Next_2_Hour_Waiting_Time
Secunderabad Railway Station,Railway Station,2025-04-01,Tuesday,8,No,No,No,Sunny,Medium,50,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-01,Tuesday,11,No,No,No,Sunny,High,79,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-01,Tuesday,15,No,No,No,Cloudy,Medium,30,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-01,Tuesday,19,No,No,No,Sunny,Medium,64,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-02,Wednesday,8,No,No,No,Sunny,Medium,72,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-02,Wednesday,11,No,No,No,Sunny,High,63,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-02,Wednesday,15,No,No,No,Sunny,Low,44,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-02,Wednesday,19,No,No,No,Cloudy,Medium,74,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-03,Thursday,8,No,No,No,Cloudy,Medium,70,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-03,Thursday,11,No,No,No,Rainy,Medium,63,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-03,Thursday,15,No,No,No,Sunny,Low,37,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-03,Thursday,19,No,No,No,Sunny,High,71,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-04,Friday,8,No,No,No,Cloudy,Medium,46,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-04,Friday,11,No,No,No,Sunny,Medium,48,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Low,15 minutes
Secunderabad Railway Station,Railway Station,2025-04-04,Friday,15,No,No,No,Rainy,Low,23,Medium,Low,15 minutes,No,,No,,High,No,Below 30%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-04,Friday,19,No,No,No,Sunny,Medium,46,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-05,Saturday,8,Yes,No,No,Rainy,Medium,58,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-04-05,Saturday,11,Yes,No,No,Sunny,High,97,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-05,Saturday,15,Yes,No,No,Sunny,Medium,74,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-05,Saturday,19,Yes,No,No,Cloudy,Medium,46,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-06,Sunday,8,Yes,No,No,Cloudy,High,89,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-04-06,Sunday,11,Yes,No,No,Sunny,High,82,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-06,Sunday,15,Yes,No,No,Sunny,Medium,64,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-06,Sunday,19,Yes,No,No,Cloudy,Medium,49,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-07,Monday,8,No,No,No,Cloudy,High,55,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-07,Monday,11,No,No,No,Cloudy,High,76,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-07,Monday,15,No,No,No,Sunny,Medium,14,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-07,Monday,19,No,No,No,Sunny,High,77,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-08,Tuesday,8,No,No,No,Sunny,Medium,60,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-08,Tuesday,11,No,No,No,Sunny,High,65,High,High,2 hours,No,,No,,High,No,60% to 85%,Low,15 minutes
Secunderabad Railway Station,Railway Station,2025-04-08,Tuesday,15,No,No,No,Rainy,Medium,35,Medium,Low,15 minutes,No,,No,,High,No,Below 30%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-08,Tuesday,19,No,No,No,Cloudy,High,69,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-09,Wednesday,8,No,No,No,Rainy,High,64,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-09,Wednesday,11,No,No,No,Sunny,High,58,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-09,Wednesday,15,No,No,No,Sunny,Medium,11,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-09,Wednesday,19,No,No,No,Sunny,High,73,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-10,Thursday,8,No,No,No,Sunny,High,73,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-10,Thursday,11,No,No,No,Sunny,High,70,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-10,Thursday,15,No,No,No,Cloudy,Medium,18,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-10,Thursday,19,No,No,No,Sunny,Medium,48,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-11,Friday,8,No,No,No,Cloudy,Medium,67,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-11,Friday,11,No,No,No,Sunny,Medium,79,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-11,Friday,15,No,No,No,Cloudy,Low,36,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-11,Friday,19,No,No,No,Rainy,Medium,40,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-12,Saturday,8,Yes,No,No,Sunny,High,86,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-04-12,Saturday,11,Yes,No,No,Sunny,High,86,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-12,Saturday,15,Yes,No,No,Sunny,High,72,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-12,Saturday,19,Yes,No,No,Cloudy,High,60,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-13,Sunday,8,Yes,No,No,Cloudy,High,88,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-04-13,Sunday,11,Yes,No,No,Sunny,High,100,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-13,Sunday,15,Yes,No,No,Sunny,High,70,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-13,Sunday,19,Yes,No,No,Sunny,Medium,57,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-14,Monday,8,No,No,No,Rainy,Medium,78,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-14,Monday,11,No,No,No,Sunny,Medium,61,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Low,15 minutes
Secunderabad Railway Station,Railway Station,2025-04-14,Monday,15,No,No,No,Rainy,Low,34,Medium,Low,15 minutes,No,,No,,High,No,Below 30%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-14,Monday,19,No,No,No,Cloudy,Medium,45,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-15,Tuesday,8,No,No,No,Sunny,High,75,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-15,Tuesday,11,No,No,No,Sunny,High,53,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-15,Tuesday,15,No,No,No,Sunny,Medium,11,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-15,Tuesday,19,No,No,No,Cloudy,Medium,73,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-16,Wednesday,8,No,No,No,Sunny,Medium,55,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-16,Wednesday,11,No,No,No,Sunny,Medium,58,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-16,Wednesday,15,No,No,No,Cloudy,Low,15,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-16,Wednesday,19,No,No,No,Sunny,Medium,61,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-17,Thursday,8,No,No,No,Sunny,Medium,68,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-17,Thursday,11,No,No,No,Sunny,High,46,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Low,15 minutes
Secunderabad Railway Station,Railway Station,2025-04-17,Thursday,15,No,No,No,Rainy,Medium,18,Medium,Low,15 minutes,No,,No,,High,No,Below 30%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-17,Thursday,19,No,No,No,Sunny,High,53,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-18,Friday,8,No,No,No,Sunny,High,76,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-18,Friday,11,No,No,No,Rainy,Medium,54,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-18,Friday,15,No,No,No,Cloudy,Low,22,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-18,Friday,19,No,No,No,Sunny,High,73,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-19,Saturday,8,Yes,No,No,Cloudy,High,94,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-04-19,Saturday,11,Yes,No,No,Cloudy,High,95,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-19,Saturday,15,Yes,No,No,Cloudy,Medium,76,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-19,Saturday,19,Yes,No,No,Cloudy,Medium,62,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-20,Sunday,8,Yes,No,No,Sunny,High,95,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-04-20,Sunday,11,Yes,No,No,Sunny,High,91,High,Very High,4 hours,No,,No,,High,No,Above 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-20,Sunday,15,Yes,No,No,Rainy,Medium,63,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-20,Sunday,19,Yes,No,No,Sunny,Medium,65,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-21,Monday,8,No,No,No,Sunny,Medium,48,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-21,Monday,11,No,No,No,Sunny,High,46,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-21,Monday,15,No,No,No,Cloudy,Medium,10,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-21,Monday,19,No,No,No,Rainy,Medium,20,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-22,Tuesday,8,No,No,No,Sunny,High,62,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-22,Tuesday,11,No,No,No,Cloudy,High,69,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-22,Tuesday,15,No,No,No,Sunny,Low,20,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-22,Tuesday,19,No,No,No,Cloudy,Medium,46,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-23,Wednesday,8,No,No,No,Sunny,High,54,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-23,Wednesday,11,No,No,No,Cloudy,Medium,53,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-23,Wednesday,15,No,No,No,Sunny,Medium,12,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-23,Wednesday,19,No,No,No,Cloudy,High,78,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-24,Thursday,8,No,No,No,Rainy,High,62,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-24,Thursday,11,No,No,No,Sunny,High,61,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-24,Thursday,15,No,No,No,Sunny,Low,33,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-24,Thursday,19,No,No,No,Cloudy,Medium,45,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-25,Friday,8,No,No,No,Rainy,Medium,49,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-25,Friday,11,No,No,No,Sunny,High,72,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-25,Friday,15,No,No,No,Sunny,Low,37,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-25,Friday,19,No,No,No,Cloudy,Medium,51,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-26,Saturday,8,Yes,No,No,Sunny,High,98,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-04-26,Saturday,11,Yes,No,No,Cloudy,High,96,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-26,Saturday,15,Yes,No,No,Sunny,Medium,60,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-26,Saturday,19,Yes,No,No,Cloudy,Medium,71,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-27,Sunday,8,Yes,No,No,Sunny,High,92,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-04-27,Sunday,11,Yes,No,No,Cloudy,High,80,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-27,Sunday,15,Yes,No,No,Sunny,High,55,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-27,Sunday,19,Yes,No,No,Sunny,Medium,51,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-28,Monday,8,No,No,No,Sunny,High,60,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-28,Monday,11,No,No,No,Sunny,Medium,54,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-28,Monday,15,No,No,No,Sunny,Low,37,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-28,Monday,19,No,No,No,Sunny,Medium,79,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-29,Tuesday,8,No,No,No,Sunny,High,58,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-29,Tuesday,11,No,No,No,Cloudy,Medium,69,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Low,15 minutes
Secunderabad Railway Station,Railway Station,2025-04-29,Tuesday,15,No,No,No,Rainy,Medium,24,Low,Low,15 minutes,No,,No,,High,No,Below 30%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-29,Tuesday,19,No,No,No,Sunny,High,76,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-04-30,Wednesday,8,No,No,No,Rainy,High,48,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-04-30,Wednesday,11,No,No,No,Cloudy,High,51,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-30,Wednesday,15,No,No,No,Sunny,Low,44,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-04-30,Wednesday,19,No,No,No,Sunny,High,49,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-01,Thursday,8,No,No,No,Rainy,Medium,66,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-01,Thursday,11,No,No,No,Sunny,High,54,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-01,Thursday,15,No,No,No,Sunny,Low,20,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-01,Thursday,19,No,No,No,Rainy,Low,40,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-02,Friday,8,No,No,No,Cloudy,Medium,69,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-02,Friday,11,No,No,No,Cloudy,Medium,62,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-02,Friday,15,No,No,No,Cloudy,Low,10,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-02,Friday,19,No,No,No,Sunny,Medium,77,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-03,Saturday,8,Yes,No,No,Sunny,High,93,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-03,Saturday,11,Yes,No,No,Rainy,Medium,79,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-03,Saturday,15,Yes,No,No,Sunny,High,65,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-03,Saturday,19,Yes,No,No,Sunny,Medium,73,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-04,Sunday,8,Yes,No,No,Sunny,High,97,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-05-04,Sunday,11,Yes,No,No,Sunny,High,81,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-04,Sunday,15,Yes,No,No,Cloudy,Medium,74,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-04,Sunday,19,Yes,No,No,Cloudy,High,75,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-05,Monday,8,No,No,No,Rainy,Medium,48,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-05,Monday,11,No,No,No,Rainy,High,51,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-05,Monday,15,No,No,No,Sunny,Medium,35,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-05,Monday,19,No,No,No,Sunny,High,57,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-06,Tuesday,8,No,No,No,Sunny,High,66,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-06,Tuesday,11,No,No,No,Cloudy,High,60,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-06,Tuesday,15,No,No,No,Sunny,Low,16,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-06,Tuesday,19,No,No,No,Sunny,High,56,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-07,Wednesday,8,No,No,No,Rainy,Medium,65,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-07,Wednesday,11,No,No,No,Sunny,High,56,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Low,15 minutes
Secunderabad Railway Station,Railway Station,2025-05-07,Wednesday,15,No,No,No,Rainy,Low,22,Low,Low,15 minutes,No,,No,,High,No,Below 30%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-07,Wednesday,19,No,No,No,Sunny,Medium,76,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-08,Thursday,8,No,No,No,Sunny,High,55,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-08,Thursday,11,No,No,No,Cloudy,High,49,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-08,Thursday,15,No,No,No,Cloudy,Medium,38,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-08,Thursday,19,No,No,No,Sunny,Medium,65,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-09,Friday,8,No,No,No,Cloudy,High,73,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
